startingAirport,destinationAirport,nStops,totalTravelDistance,travelDurationMinutes
DTW,BOS,1,804.3005280305583,348.45979852451035
DTW,BOS,2,953.5527027027027,633.4810810810811
DTW,CLT,0,505.0,109.79418766117834
DTW,CLT,1,949.0271420968601,355.51954804110204
DTW,CLT,2,1163.870519159456,720.6783065512979
DTW,CLT,3,1037.0,684.4111888111888
DTW,DEN,0,1142.0,193.46777493606137
DTW,DEN,1,1636.6172501163453,456.9622524432494
DTW,DEN,2,1431.3306788016685,664.0011376564278
DTW,DFW,0,995.0,174.36208625877632
DTW,DFW,1,1412.596640994711,439.7786025795676
DTW,DFW,2,1420.8823529411766,724.3588235294118
DTW,DFW,3,1011.0,671.8644067796611
DTW,EWR,0,485.0,106.22638031893581
DTW,EWR,1,945.0304580330156,345.27303727815234
DTW,EWR,2,1071.2558139534883,676.0523255813954
DTW,IAD,0,391.0,89.3813058100429
DTW,IAD,1,833.7836368977673,318.72238542890716
DTW,IAD,2,1082.1947368421052,753.2
DTW,IAD,3,1190.0,559.8947368421053
DTW,JFK,0,485.13955917685155,109.41564817716494
DTW,JFK,1,769.7309797271256,438.1677329838896
DTW,JFK,2,1011.4649576411047,549.3342501925405
DTW,LAX,0,1985.0,294.3065965979809
DTW,LAX,1,2359.514999635489,559.1326456222206
DTW,LAX,2,2284.6920454545457,802.2897727272727
DTW,LGA,0,485.0,108.25798140472723
DTW,LGA,1,813.0375425238943,337.47683460230036
DTW,LGA,2,1060.25,538.25
DTW,MIA,0,1153.0,181.60404624277456
DTW,MIA,1,1478.9966071314257,440.6354586774214
DTW,MIA,2,1530.7044299201161,702.5867828612927
DTW,OAK,0,2072.0,300.0
DTW,OAK,1,2268.8532575291947,525.8638598647818
DTW,OAK,2,2482.885806725363,782.2022912909728
DTW,ORD,0,240.0,87.69477744807122
DTW,ORD,1,1198.4019735617203,412.8895922547012
DTW,ORD,2,1259.625,677.4583333333334
DTW,ORD,3,871.5348837209302,667.6627906976744
DTW,PHL,0,447.0,99.27088575742326
DTW,PHL,1,901.1505987190197,385.1360066833751
DTW,PHL,2,942.5497685185185,588.6736111111111
DTW,PHL,3,842.0,662.0
DTW,SFO,0,2083.0,305.75590200445436
DTW,SFO,1,2483.239056243174,591.5266199490353
DTW,SFO,2,2477.6472645515864,805.3160129902573
EWR,ATL,0,762.0,142.5466443304366
EWR,ATL,1,915.2617951234241,332.1531667547369
EWR,ATL,2,1297.6153846153845,669.8461538461538
EWR,BOS,0,185.0,80.69314558979809
EWR,BOS,1,1338.2656485671191,440.165346907994
EWR,BOS,2,1263.3643410852712,610.953488372093
EWR,CLT,0,545.0,118.71057265028927
EWR,CLT,1,1003.8181818181819,355.11215722590936
EWR,CLT,2,968.7175824175824,623.5571428571428
EWR,DEN,0,1621.0,261.73989420101805
EWR,DEN,1,1858.7699196920914,473.51756041597275
EWR,DEN,2,1930.0697986577181,770.0161073825503
EWR,DFW,0,1380.0,231.61905829596412
EWR,DFW,1,1541.606314085267,435.56684141546526
EWR,DFW,2,1625.5219512195122,727.3317073170732
EWR,DTW,0,485.0,121.35246622431849
EWR,DTW,1,957.6881921580365,348.91043100868006
EWR,DTW,2,1045.6835443037974,640.2594936708861
EWR,IAD,0,221.0,85.34110169491525
EWR,IAD,1,935.1764705882352,390.94818032714215
EWR,IAD,2,1121.6703910614526,706.245810055866
EWR,LAX,0,2458.0,360.5981581640111
EWR,LAX,1,2604.768379850238,575.7545098706603
EWR,LAX,2,2743.456182472989,794.5702280912365
EWR,LGA,0,185.0,84.0
EWR,MIA,0,1104.0,190.55552701869735
EWR,MIA,1,1427.531185100824,399.28518791451734
EWR,MIA,2,1328.7948717948718,681.5641025641025
EWR,OAK,1,2855.8863334440384,677.3089505147791
EWR,OAK,2,3038.297039393198,917.8343528260338
EWR,ORD,0,720.0,158.1106525016151
EWR,ORD,1,905.3998495109105,380.77115625783796
EWR,ORD,2,1332.2407407407406,775.1111111111111
EWR,ORD,3,1213.0,499.0
EWR,PHL,0,97.4265754205874,49.32021670943826
EWR,PHL,1,1060.0160791408894,446.4115793159799
EWR,PHL,2,1038.8225108225108,558.760667903525
EWR,SFO,0,2566.0,375.9438563431802
EWR,SFO,1,2737.5670641988695,616.3502671726168
EWR,SFO,2,2868.4956794972504,759.2482325216025
IAD,ATL,0,541.0,110.53822379783657
IAD,ATL,1,689.6757164404223,325.2668523030514
IAD,ATL,2,1020.6666666666666,695.6666666666666
IAD,ATL,3,1191.3855421686746,697.8915662650602
IAD,BOS,0,408.9034907597536,98.59630390143737
IAD,BOS,1,777.1628221890176,373.6895778856929
IAD,BOS,2,773.8076923076923,644.4615384615385
IAD,BOS,3,490.0,682.4559386973181
IAD,CLT,0,327.0,89.5266673735553
IAD,CLT,1,783.6670435855264,312.4182771381579
IAD,CLT,2,734.5056532663317,618.7927135678392
IAD,DEN,0,1473.0,231.39846991701245
IAD,DEN,1,1754.4307393286986,483.4646408013755
IAD,DEN,2,1872.686161449753,709.6210873146623
IAD,DFW,0,1177.0,196.4239040529363
IAD,DFW,1,1398.014169666759,424.90925874642295
IAD,DFW,2,1441.3306808134394,691.1697612732096
IAD,DTW,0,392.1753494282084,95.31650687305071
IAD,DTW,1,858.9485946189689,341.2592815271306
IAD,DTW,2,1201.8289738430583,688.7806841046278
IAD,DTW,3,1173.0,693.0
IAD,EWR,0,221.0,83.39074733096085
IAD,EWR,1,923.7417753508732,395.85640146215985
IAD,EWR,2,961.282700421941,673.8185654008439
IAD,JFK,0,221.0,85.30329001935306
IAD,JFK,1,731.7026416312476,428.89578737827514
IAD,JFK,2,846.2132352941177,567.0358823529411
IAD,JFK,3,527.0,786.3736263736264
IAD,LAX,0,2295.0,335.05320403616827
IAD,LAX,1,2516.0326005334164,563.8614153654937
IAD,LAX,2,2535.604530070294,835.474355636553
IAD,LGA,0,222.02797202797203,86.54881118881119
IAD,LGA,1,872.6609311961619,396.38030749100426
IAD,LGA,2,963.9964777031967,622.6316209211138
IAD,MIA,0,923.0,169.5374677002584
IAD,MIA,1,1234.689669160732,403.6743892544848
IAD,MIA,2,1075.5557444741316,669.1365071654117
IAD,OAK,0,2426.0,359.1666666666667
IAD,OAK,1,2676.004001143184,625.8418119462704
IAD,OAK,2,2889.4873611425983,873.6394808433462
IAD,OAK,3,1844.4897959183672,1043.8163265306123
IAD,ORD,0,594.0,128.4417126609801
IAD,ORD,1,884.5082156675544,353.6793125973569
IAD,ORD,2,858.8651911468813,649.6688128772636
IAD,ORD,3,951.4612202688728,661.841778697001
IAD,PHL,0,2426.0,356.6666666666667
IAD,PHL,1,826.3715150932513,349.62141895789273
IAD,PHL,2,580.5252692626347,692.8323667495167
IAD,SFO,0,2426.0,351.7822280586562
IAD,SFO,1,2663.5557602554654,606.3334970932613
IAD,SFO,2,2756.196516920641,835.4239065901445
IAD,SFO,3,1971.0,1140.0
JFK,ATL,0,762.0,153.81478308756041
JFK,ATL,1,1097.6050035739813,431.39528234453184
JFK,ATL,2,1053.222103577149,602.3838761345435
JFK,BOS,0,185.0,81.05358293783324
JFK,BOS,1,580.7110099772449,408.7762996674252
JFK,BOS,2,449.0287769784173,476.158273381295
JFK,CLT,0,545.0,126.70378174559166
JFK,CLT,1,807.6166435144991,387.2727470046883
JFK,CLT,2,972.2381711855396,599.8870281765019
JFK,DEN,0,1621.0,280.6557867730901
JFK,DEN,1,2035.8041128716745,591.7269415101722
JFK,DEN,2,1863.8517397881997,671.2939989914271
JFK,DFW,0,1380.0,235.62746717317697
JFK,DFW,1,1609.6031240038253,504.1439591966847
JFK,DFW,2,1644.873555227253,769.6808898931085
JFK,DFW,3,1048.0,1093.5714285714287
JFK,DTW,0,485.0,127.85684775872754
JFK,DTW,1,790.5193303301285,429.29543468029317
JFK,DTW,2,996.1516990291262,612.4466019417475
JFK,IAD,0,221.0,89.41429731925264
JFK,IAD,1,748.1462559479088,421.60055096418733
JFK,IAD,2,873.3711827956989,570.6111827956989
JFK,IAD,3,675.0,543.8290598290598
JFK,LAX,0,2457.330909536551,367.9326579382749
JFK,LAX,1,2796.146733277492,628.4900083762116
JFK,LAX,2,2683.440520446097,817.8903345724907
JFK,MIA,0,1104.0,192.4089761248852
JFK,MIA,1,1368.304693877551,467.5766326530612
JFK,MIA,2,1501.988035892323,635.5483549351944
JFK,OAK,1,2818.8544544843553,631.8908221940109
JFK,OAK,2,3120.9069561364645,922.4665485157288
JFK,ORD,0,720.0,169.85622935844285
JFK,ORD,1,1025.5644534089258,517.7136029946213
JFK,ORD,2,1083.4423592493297,639.7292225201072
JFK,ORD,3,1131.0,642.0
JFK,PHL,1,690.7453705885125,398.65551524289685
JFK,PHL,2,721.2222222222222,804.4444444444445
JFK,SFO,0,2566.0,390.66319362455727
JFK,SFO,1,2868.9724680432646,666.231399541134
JFK,SFO,2,2907.6353887399464,844.1099195710456
LAX,ATL,0,1938.0051065146747,258.05359261360707
LAX,ATL,1,2201.035303729883,498.9203670979878
LAX,ATL,2,2028.7692307692307,792.3197802197802
LAX,BOS,0,2606.0,334.9383343666047
LAX,BOS,1,2779.5973565858867,567.8711780502799
LAX,BOS,2,2701.1837738168406,819.0866625691457
LAX,CLT,0,2119.275694279611,288.6991455020176
LAX,CLT,1,2444.3782113606776,534.0276189377585
LAX,CLT,2,2279.5632925985706,727.956882637768
LAX,CLT,3,1403.0,1153.0
LAX,DEN,0,843.5075,142.86897321428572
LAX,DEN,1,1293.515733968362,410.00187106650793
LAX,DEN,2,990.7778497409327,547.1522020725389
LAX,DFW,0,1230.4216673378978,183.74989931534435
LAX,DFW,1,1568.4531235158154,416.8117974859893
LAX,DFW,2,1601.6749418153609,619.9759503491078
LAX,DTW,0,1985.0,264.73965397923877
LAX,DTW,1,2347.7239819004526,528.7382596311586
LAX,DTW,2,2185.318780889621,807.0453047775948
LAX,EWR,0,2458.0,321.12361578613593
LAX,EWR,1,2631.0602851618264,537.1662179012234
LAX,EWR,2,2705.16953125,769.646875
LAX,IAD,0,2295.0,295.81750683860884
LAX,IAD,1,2517.3950142138638,542.4429258692325
LAX,IAD,2,2537.7843304843304,775.0729344729344
LAX,JFK,0,2457.2685293242716,333.3808379670946
LAX,JFK,1,2896.2382221174253,593.5362178731431
LAX,JFK,2,2650.1335616438355,772.8390410958904
LAX,LGA,1,2653.8432944606416,542.6636702299968
LAX,LGA,2,2636.2812683499706,793.2342924251321
LAX,MIA,0,2339.0,306.884476534296
LAX,MIA,1,2683.701118927146,563.5398617795878
LAX,MIA,2,2548.7707589285715,748.2558035714286
LAX,OAK,0,338.0,77.38406940063092
LAX,OAK,1,1464.135872058727,508.42059382578486
LAX,OAK,2,1438.8562383612664,747.6361266294227
LAX,ORD,0,1745.0,246.02308917197453
LAX,ORD,1,2141.007019655034,505.0284296028881
LAX,ORD,2,1977.758389261745,702.9395973154362
LAX,PHL,0,2397.0,313.51370387383247
LAX,PHL,1,2599.655243367263,560.8016643298068
LAX,PHL,2,2619.8442367601247,795.2885514018692
LAX,PHL,3,2753.5,868.0
LAX,SFO,0,340.98379503444175,85.82729570345408
LAX,SFO,1,1008.3574007220217,457.36434323798943
LAX,SFO,2,1057.6,718.2666666666667
LGA,ATL,0,762.0,154.8641877727757
LGA,ATL,1,997.2040170287087,375.4823709202052
LGA,ATL,2,797.9310344827586,537.4827586206897
LGA,BOS,0,185.0,84.1958632648006
LGA,BOS,1,767.6222661480584,355.6308104316776
LGA,BOS,2,1029.0284653465346,706.990099009901
LGA,CLT,0,545.0,128.0302898161814
LGA,CLT,1,740.8800725142937,341.57311393111144
LGA,CLT,2,1332.4285714285713,701.8666666666667
LGA,DEN,0,1621.0,266.1796087333912
LGA,DEN,1,1904.276882494005,490.98887290167863
LGA,DEN,2,1894.2334943639291,711.58615136876
LGA,DFW,0,1380.0,236.90208566428552
LGA,DFW,1,1572.8200542402697,446.2151652862274
LGA,DFW,2,1634.8985507246377,832.5217391304348
LGA,DTW,0,485.0,124.91630913244553
LGA,DTW,1,788.2030101202319,370.8519591730819
LGA,DTW,2,1629.0,885.6666666666666
LGA,IAD,0,221.0,90.22611137108096
LGA,IAD,1,880.7266742655098,400.76093884482077
LGA,IAD,2,934.312401471361,608.4683832545104
LGA,LAX,1,2609.033440962041,581.4738097139663
LGA,LAX,2,2685.934059945504,768.608174386921
LGA,MIA,0,1104.0,196.73715756443252
LGA,MIA,1,1378.4513390800817,425.94215963677044
LGA,MIA,2,1389.9851063829788,689.5744680851063
LGA,OAK,1,2557.0,627.1311827956989
LGA,OAK,2,2935.4184467218174,853.7103551878832
LGA,OAK,3,2950.1521739130435,1098.0
LGA,ORD,0,720.0,163.51730856778659
LGA,ORD,1,900.3659497619439,385.154326054835
LGA,ORD,2,1004.2222222222222,663.2098765432099
LGA,ORD,3,1021.0,919.0
LGA,PHL,1,1077.6299660873997,440.22616014478746
LGA,PHL,2,943.5397387646668,602.491033872039
LGA,SFO,1,2772.2651619266276,625.6515545926369
LGA,SFO,2,2868.9525175586114,745.8139281828074
MIA,ATL,0,596.0,118.99938741130227
MIA,ATL,1,1718.2278959300443,524.4609737665983
MIA,ATL,2,1445.6,638.1
MIA,BOS,0,1260.0,203.8377571638501
MIA,BOS,1,1324.9112365315546,433.5041721800653
MIA,BOS,2,1482.2506666666666,792.24
MIA,BOS,3,1178.0,833.5
MIA,CLT,0,652.0,130.22879403050587
MIA,CLT,1,1123.7795133754537,402.78381502890176
MIA,CLT,2,1669.6488095238096,750.25
MIA,DEN,0,1716.0,263.8869982547993
MIA,DEN,1,2105.433514227467,521.7663307204181
MIA,DEN,2,1920.4411633109619,715.2174496644295
MIA,DFW,0,1115.0,193.38496652465003
MIA,DFW,1,1431.463798649812,434.5676226722849
MIA,DFW,2,1479.1315789473683,604.8684210526316
MIA,DFW,3,1555.0,1004.0
MIA,DTW,0,1153.0,184.69903419472723
MIA,DTW,1,1462.6828698790066,442.362201938725
MIA,DTW,2,1578.088868101029,761.7736202057998
MIA,EWR,0,1104.0,184.52981287662544
MIA,EWR,1,1421.892050726879,410.80921744509743
MIA,EWR,2,1526.5090497737556,773.6018099547512
MIA,IAD,0,923.0,150.86193548387098
MIA,IAD,1,1203.174009329501,410.34095085520426
MIA,IAD,2,1156.3996517196342,674.3413147583805
MIA,JFK,0,1104.0,183.45021173979532
MIA,JFK,1,1403.3370992797627,435.30913712752437
MIA,JFK,2,1508.2315521628498,650.0916030534352
MIA,LAX,0,2339.0,337.8323222748815
MIA,LAX,1,2542.8089244533357,566.958906393265
MIA,LAX,2,2488.7979045695533,801.2679878818481
MIA,LGA,0,1104.0,180.69567717129613
MIA,LGA,1,1428.821983136851,424.8405249704323
MIA,LGA,2,1574.3983152827918,695.7617328519856
MIA,OAK,1,2702.797435897436,644.1055555555556
MIA,OAK,2,3074.965079901919,869.5741100870889
MIA,OAK,3,2751.3225806451615,1489.8709677419354
MIA,ORD,0,1192.0,209.5424786973762
MIA,ORD,1,1605.375006518225,464.86744537727486
MIA,ORD,2,1516.341463414634,794.859756097561
MIA,ORD,3,1320.0,954.0
MIA,PHL,0,1016.0,168.9375845410628
MIA,PHL,1,1291.5120581768983,431.4547268729917
MIA,PHL,2,1563.0488599348535,783.9948813401583
MIA,SFO,0,2582.0,367.9667836889009
