startingAirport,destinationAirport,nStops,totalTravelDistance,travelDurationMinutes
MIA,SFO,1,3116.936593780596,689.7586367662828
MIA,SFO,2,2759.6353949501968,817.8761871670141
OAK,ATL,0,2426.0,358.125
OAK,ATL,1,2383.024989039895,541.2790004384042
OAK,ATL,2,2540.3384040934866,774.2376573088093
OAK,ATL,3,2532.0,945.0
OAK,BOS,1,2932.8894197359277,625.2738881167477
OAK,BOS,2,3032.0101565101563,847.1776556776557
OAK,BOS,3,2712.269230769231,1007.3846153846154
OAK,CLT,1,2344.9581692913384,510.6673228346457
OAK,CLT,2,2733.7026024766574,801.8761009204688
OAK,DEN,0,943.0,152.57722513089004
OAK,DEN,1,1278.7165972989042,443.7928735241655
OAK,DEN,2,1800.6695624195625,770.6106821106821
OAK,DFW,0,2426.0,356.8333333333333
OAK,DFW,1,1922.6984963874243,467.0951962507323
OAK,DFW,2,1930.4558698002618,701.8859614180845
OAK,DFW,3,1809.7333333333333,1045.0
OAK,DTW,0,2072.0,275.0
OAK,DTW,1,2289.149473971854,515.7051509769094
OAK,DTW,2,2512.509465412549,779.9946422193118
OAK,EWR,1,2851.083147278466,634.9796751097082
OAK,EWR,2,2954.979002210294,810.2169245342595
OAK,EWR,3,2972.0,1117.0
OAK,IAD,1,2724.487797875395,592.5062685424442
OAK,IAD,2,2867.877902966199,826.183030581743
OAK,JFK,1,2800.5692077930894,608.9365962935307
OAK,JFK,2,3123.1447770311547,886.5613927916921
OAK,JFK,3,1485.7,1266.3
OAK,LAX,0,338.0,82.90274117026884
OAK,LAX,1,1469.8297604035308,524.6506935687264
OAK,LAX,2,1392.2799113737076,744.9161742983752
OAK,LGA,1,2557.0,592.0533707865169
OAK,LGA,2,2993.490755924969,828.1072896776368
OAK,LGA,3,1909.0,742.1515151515151
OAK,MIA,1,2707.4995840266224,526.7212978369384
OAK,MIA,2,3184.7627007966566,875.0666710199818
OAK,MIA,3,3254.1794871794873,917.3846153846154
OAK,ORD,1,2142.859895726845,546.1708239623799
OAK,ORD,2,2406.6106895414055,796.5209501814583
OAK,PHL,1,2767.986903253063,616.138783269962
OAK,PHL,2,2865.5009033423667,807.1278874693509
OAK,SFO,1,892.1937176365694,440.1907684921642
OAK,SFO,2,1011.1382575757576,577.0284090909091
ORD,ATL,0,600.0,119.9761174666824
ORD,ATL,1,1319.7729384733213,439.347102374266
ORD,ATL,2,781.8546922300707,462.0635721493441
ORD,ATL,3,1020.4306220095693,570.0925039872408
ORD,BOS,0,862.0,142.25022936381032
ORD,BOS,1,957.0207740466705,381.93618383608424
ORD,BOS,2,1024.4613583138173,637.3793911007026
ORD,BOS,3,1306.2280701754387,642.6466165413534
ORD,CLT,0,592.0,120.38192440346309
ORD,CLT,1,1131.3956438487314,376.3869375299186
ORD,CLT,2,880.8056338028169,492.3056338028169
ORD,CLT,3,915.339116719243,647.8178233438485
ORD,DEN,0,903.0,160.845041183955
ORD,DEN,1,1344.3827080890974,404.649531066823
ORD,DEN,2,1468.1190476190477,655.5714285714286
ORD,DEN,3,1402.5261538461539,628.5784615384615
ORD,DFW,0,799.0,148.52808861119001
ORD,DFW,1,1308.5994170984457,414.6771835677276
ORD,DFW,2,885.464501510574,433.1510574018127
ORD,DFW,3,1261.2280991735538,599.3214876033057
ORD,DTW,0,240.0,84.37041004582515
ORD,DTW,1,1266.8964998118179,539.3199096725631
ORD,DTW,2,1001.4185714285715,504.1642857142857
ORD,DTW,3,954.6190476190476,617.047619047619
ORD,EWR,0,720.0,129.7831812114434
ORD,EWR,1,933.0781932617549,353.24642724916697
ORD,EWR,2,1174.5625,744.0625
ORD,EWR,3,1268.932098765432,594.3148148148148
ORD,IAD,0,594.0,113.39996651598861
ORD,IAD,1,896.6149156875276,359.3396588171673
ORD,IAD,2,952.969387755102,617.8779761904761
ORD,IAD,3,1065.2536585365854,577.5567073170731
ORD,JFK,0,720.0,143.06971221011455
ORD,JFK,1,993.2493843375472,438.97202840256114
ORD,JFK,2,980.9835164835165,658.532967032967
ORD,JFK,3,1158.0,513.2173913043479
ORD,LAX,0,1745.0,264.14858303606815
ORD,LAX,1,2118.6151244449034,514.4041361148404
ORD,LAX,2,2049.078125,737.88125
ORD,LGA,0,720.0,129.40813282780184
ORD,LGA,1,907.3814872192099,352.40402788536016
ORD,LGA,2,1018.7909407665505,643.5087108013937
ORD,LGA,3,1190.1476793248946,767.5928270042194
ORD,MIA,0,1192.0,186.1116889760423
ORD,MIA,1,1622.0742370475514,430.24842678022236
ORD,MIA,2,1603.010752688172,758.3118279569892
ORD,MIA,3,1303.0,576.3783231083845
ORD,OAK,1,2136.6179913379374,560.32710991455
ORD,OAK,2,2428.718995688562,877.1787978696424
ORD,OAK,3,2345.2,744.6
ORD,PHL,0,672.0,122.64364390307114
ORD,PHL,1,1070.2655572755418,379.7428792569659
ORD,PHL,2,1181.3021868787275,801.0397614314115
ORD,PHL,3,1126.0846994535518,718.1810109289618
ORD,SFO,0,1847.0,278.89662157746847
ORD,SFO,1,2174.320569522036,543.4989913097455
ORD,SFO,2,2310.764910921766,759.7939581719597
PHL,ATL,0,669.7450275729599,130.7690687155338
PHL,ATL,1,1048.6020169991632,385.1853173030343
PHL,ATL,2,843.1913043478261,536.295652173913
PHL,ATL,3,936.0,935.0
PHL,BOS,0,280.0,88.1234077363562
PHL,BOS,1,615.428255404726,361.02704876822526
PHL,BOS,2,674.0,725.0
PHL,CLT,0,450.649544922051,108.2563755970082
PHL,CLT,1,894.3435335062547,366.43520372984864
PHL,CLT,2,944.3417721518987,588.6075949367089
PHL,DEN,0,1567.0,256.34076604927174
PHL,DEN,1,1845.9100265086543,489.749165757056
PHL,DEN,2,1848.8397280233123,718.4987858183584
PHL,DFW,0,1298.0,217.62191809444212
PHL,DFW,1,1526.5910893283747,439.83981479201043
PHL,DFW,2,1476.4705882352941,650.5
PHL,DFW,3,1426.3010231556273,807.2245557350566
PHL,DTW,0,447.0,107.20474888115365
PHL,DTW,1,896.2371995820272,382.1720654824103
PHL,DTW,2,1017.7628205128206,620.1448717948718
PHL,EWR,0,97.0,52.0667251975417
PHL,EWR,1,1060.6824815523366,446.06985515168077
PHL,EWR,2,1042.8499278499278,573.5955988455988
PHL,IAD,1,899.1496812256162,341.7283756779903
PHL,IAD,2,759.5408052230686,626.8879216539717
PHL,JFK,1,718.1696939424212,365.1221051675597
PHL,JFK,2,532.3227091633466,327.59362549800795
PHL,LAX,0,2397.0,348.62492373398413
PHL,LAX,1,2541.129061563738,577.9409490673626
PHL,LAX,2,2509.393772893773,839.3617216117216
PHL,LAX,3,2483.0,966.9
PHL,LGA,1,1045.9031940575674,412.8848839368616
PHL,LGA,2,956.4637704652293,579.3058842600097
PHL,MIA,0,1016.0,176.11811481768814
PHL,MIA,1,1325.9695779891226,425.61050519151905
PHL,MIA,2,1567.2479655337481,748.6543800861656
PHL,OAK,1,2727.393490460157,663.1878787878788
PHL,OAK,2,2870.6119195154215,843.4958574114044
PHL,OAK,3,1605.2327586206898,1144.9568965517242
PHL,ORD,0,672.0,143.71005994266355
PHL,ORD,1,1024.0634890250128,402.45641909137316
PHL,ORD,2,1269.6984126984128,668.3650793650794
PHL,ORD,3,1089.7800511508951,610.076726342711
PHL,SFO,0,2516.0,367.3913905409232
PHL,SFO,1,2721.809012512682,621.1459812873408
PHL,SFO,2,2804.181947405828,841.112579957356
SFO,ATL,0,2135.0,281.1178059666432
SFO,ATL,1,2650.8897730912317,582.6965926728917
SFO,ATL,2,2377.2738570794495,790.5423879272082
SFO,BOS,0,2698.0,347.41902379250485
SFO,BOS,1,2847.292313971582,597.8670186985025
SFO,BOS,2,2898.046555639667,790.6373959121877
SFO,BOS,3,2047.0,930.0
SFO,CLT,0,2292.0,309.14822335025383
SFO,CLT,1,2707.1302826666665,585.6827946666667
SFO,CLT,2,2583.2736929068806,741.7463708249735
SFO,DEN,0,954.0,156.5697691302454
SFO,DEN,1,1317.0535434679011,409.49142215263123
SFO,DEN,2,1616.7675324675324,768.8316017316017
SFO,DFW,0,1468.0,216.38032268795743
SFO,DFW,1,1899.1602896906766,471.0620828061603
SFO,DFW,2,1814.0416840350147,682.5848270112547
SFO,DFW,3,1790.0,890.0
SFO,DTW,0,2083.0,273.6306959873045
SFO,DTW,1,2515.676002837464,555.3598544655729
SFO,DTW,2,2474.0663549320866,788.8991315965263
SFO,DTW,3,2089.0,849.5
SFO,EWR,0,2566.0,333.1398539985729
SFO,EWR,1,2777.2054765182806,571.9035337310693
SFO,EWR,2,2844.7625919637803,748.0993208828523
SFO,EWR,3,2648.0,823.5
SFO,IAD,0,2426.0,309.9141097547564
SFO,IAD,1,2672.9931219703917,561.823365649155
SFO,IAD,2,2761.8786764705883,803.6159055727554
SFO,JFK,0,2566.0,343.06512666784226
SFO,JFK,1,2899.561776876953,616.6213157672494
SFO,JFK,2,2913.490616621984,813.4101876675603
SFO,LAX,0,340.978047385824,91.90649628322105
SFO,LAX,1,1054.4008065767023,415.86567395687916
SFO,LAX,2,923.1758793969849,663.3618090452261
SFO,LGA,1,2770.4006318064676,588.1955274752681
SFO,LGA,2,2924.489666872301,739.1805983960518
SFO,MIA,0,2582.0,338.5330792267901
SFO,MIA,1,3134.3429622854223,638.3280508817086
SFO,MIA,2,2809.575597129074,747.7535004118132
SFO,MIA,3,2515.0,808.0
SFO,OAK,1,851.5349329569513,426.2804516584333
SFO,OAK,2,1659.9692307692308,678.9076923076923
SFO,ORD,0,1847.0,259.44442992486114
SFO,ORD,1,2192.7973534709713,518.6494041845642
SFO,ORD,2,2303.253259779338,769.2452357071213
SFO,PHL,0,2516.0,329.56894169660126
SFO,PHL,1,2737.8439531166755,577.4305274374001
SFO,PHL,2,2858.0186058050112,809.6861820888117
SFO,PHL,3,2858.0,867.0
