startingAirport,destinationAirport,flight_hour,segmentsAirlineCode
IAD,SFO,13,DL
IAD,SFO,14,DL
IAD,SFO,15,DL
IAD,SFO,16,UA
IAD,SFO,17,AA
IAD,SFO,18,UA
IAD,SFO,19,AA
IAD,SFO,20,DL
IAD,SFO,21,UA
IAD,SFO,22,DL
IAD,SFO,23,UA
JFK,ATL,0,DL
JFK,ATL,1,DL
JFK,ATL,2,DL
JFK,ATL,9,AA
JFK,ATL,10,AA
JFK,ATL,11,AA
JFK,ATL,12,DL
JFK,ATL,13,DL
JFK,ATL,14,AA
JFK,ATL,15,DL
JFK,ATL,16,AA
JFK,ATL,17,UA
JFK,ATL,18,AA
JFK,ATL,19,DL
JFK,ATL,20,B6
JFK,ATL,21,AA
JFK,ATL,22,DL
JFK,ATL,23,DL
JFK,BOS,0,AA
JFK,BOS,1,AA
JFK,BOS,2,DL
JFK,BOS,3,AA
JFK,BOS,10,AA
JFK,BOS,11,DL
JFK,BOS,12,AA
JFK,BOS,13,DL
JFK,BOS,14,B6
JFK,BOS,15,B6
JFK,BOS,16,AA
JFK,BOS,17,DL
JFK,BOS,18,DL
JFK,BOS,19,AA
JFK,BOS,20,DL
JFK,BOS,21,DL
JFK,BOS,22,AA
JFK,BOS,23,AA
JFK,CLT,0,DL
JFK,CLT,1,AA
JFK,CLT,2,UA
JFK,CLT,10,B6
JFK,CLT,11,AA
JFK,CLT,12,AA
JFK,CLT,13,DL
JFK,CLT,14,B6
JFK,CLT,15,AA
JFK,CLT,16,AA
JFK,CLT,17,AA
JFK,CLT,18,DL
JFK,CLT,19,AA
JFK,CLT,20,DL
JFK,CLT,21,DL
JFK,CLT,22,B6
JFK,CLT,23,DL
JFK,DEN,0,DL
JFK,DEN,1,DL
JFK,DEN,2,DL
JFK,DEN,10,AA
JFK,DEN,11,DL
JFK,DEN,12,DL
JFK,DEN,13,DL
JFK,DEN,14,DL
JFK,DEN,15,DL
JFK,DEN,16,DL
JFK,DEN,17,DL
JFK,DEN,18,DL
JFK,DEN,19,AA
JFK,DEN,20,AA
JFK,DEN,21,DL
JFK,DEN,22,AA
JFK,DEN,23,DL
JFK,DFW,0,AA
JFK,DFW,1,UA
JFK,DFW,2,UA
JFK,DFW,3,B6
JFK,DFW,10,UA
JFK,DFW,11,AA
JFK,DFW,12,AA
JFK,DFW,13,UA
JFK,DFW,14,AA
JFK,DFW,15,UA
JFK,DFW,16,AA
JFK,DFW,17,AA
JFK,DFW,18,AA
JFK,DFW,19,AA
JFK,DFW,20,AA
JFK,DFW,21,AA
JFK,DFW,22,AA
JFK,DFW,23,DL
JFK,DTW,0,AA
JFK,DTW,1,DL
JFK,DTW,2,DL
JFK,DTW,10,DL
JFK,DTW,11,UA
JFK,DTW,12,AA
JFK,DTW,13,DL
JFK,DTW,14,B6
JFK,DTW,15,DL
JFK,DTW,16,AA
JFK,DTW,17,DL
JFK,DTW,18,AA
JFK,DTW,19,AA
JFK,DTW,20,DL
JFK,DTW,21,DL
JFK,DTW,22,AA
JFK,DTW,23,DL
JFK,IAD,0,AA
JFK,IAD,1,DL
JFK,IAD,2,DL
JFK,IAD,10,AA
JFK,IAD,11,DL
JFK,IAD,12,AA
JFK,IAD,13,DL
JFK,IAD,14,AA
JFK,IAD,15,AA
JFK,IAD,16,AA
JFK,IAD,17,DL
JFK,IAD,18,DL
JFK,IAD,19,AA
JFK,IAD,20,AA
JFK,IAD,21,AA
JFK,IAD,22,AA
JFK,IAD,23,AA
JFK,LAX,0,B6
JFK,LAX,1,AA
JFK,LAX,2,B6
JFK,LAX,3,B6
JFK,LAX,9,B6
JFK,LAX,10,AA
JFK,LAX,11,AS
JFK,LAX,12,AA
JFK,LAX,13,AS
JFK,LAX,14,AA
JFK,LAX,15,AA
JFK,LAX,16,DL
JFK,LAX,17,AS
JFK,LAX,18,DL
JFK,LAX,19,AA
JFK,LAX,20,AA
JFK,LAX,21,B6
JFK,LAX,22,B6
JFK,LAX,23,B6
JFK,MIA,0,B6
JFK,MIA,1,AA
JFK,MIA,2,UA
JFK,MIA,3,B6
JFK,MIA,10,B6
JFK,MIA,11,B6
JFK,MIA,12,AA
JFK,MIA,13,B6
JFK,MIA,14,B6
JFK,MIA,15,DL
JFK,MIA,16,AA
JFK,MIA,17,B6
JFK,MIA,18,AA
JFK,MIA,19,AA
JFK,MIA,20,DL
JFK,MIA,21,B6
JFK,MIA,22,AA
JFK,MIA,23,DL
JFK,OAK,0,DL
JFK,OAK,1,DL
JFK,OAK,2,DL
JFK,OAK,10,DL
JFK,OAK,11,AS
JFK,OAK,12,DL
JFK,OAK,13,AS
JFK,OAK,14,UA
JFK,OAK,15,AS
JFK,OAK,16,DL
JFK,OAK,17,DL
JFK,OAK,18,DL
JFK,OAK,19,DL
JFK,OAK,20,AS
JFK,OAK,21,DL
JFK,OAK,22,DL
JFK,OAK,23,DL
JFK,ORD,0,DL
JFK,ORD,1,DL
JFK,ORD,2,DL
JFK,ORD,3,B6
JFK,ORD,10,DL
JFK,ORD,11,DL
JFK,ORD,12,DL
JFK,ORD,13,DL
JFK,ORD,14,DL
JFK,ORD,15,DL
JFK,ORD,16,DL
JFK,ORD,17,DL
JFK,ORD,18,DL
JFK,ORD,19,AA
JFK,ORD,20,DL
JFK,ORD,21,DL
JFK,ORD,22,DL
JFK,ORD,23,DL
JFK,PHL,0,AA
JFK,PHL,1,AA
JFK,PHL,2,B6
JFK,PHL,3,B6
JFK,PHL,10,DL
JFK,PHL,11,B6
JFK,PHL,12,AA
JFK,PHL,13,B6
JFK,PHL,14,B6
JFK,PHL,15,AA
JFK,PHL,16,AA
JFK,PHL,17,AA
JFK,PHL,18,AA
JFK,PHL,19,B6
JFK,PHL,20,DL
JFK,PHL,21,DL
JFK,PHL,22,AA
JFK,PHL,23,AA
JFK,SFO,0,B6
JFK,SFO,1,DL
JFK,SFO,2,B6
JFK,SFO,3,B6
JFK,SFO,9,B6
JFK,SFO,10,AA
JFK,SFO,11,AS
JFK,SFO,12,AA
JFK,SFO,13,AS
JFK,SFO,14,B6
JFK,SFO,15,DL
JFK,SFO,16,AA
JFK,SFO,17,AS
JFK,SFO,18,AA
JFK,SFO,19,DL
JFK,SFO,20,AS
JFK,SFO,21,AA
JFK,SFO,22,B6
JFK,SFO,23,DL
LAX,ATL,0,DL
LAX,ATL,1,DL
LAX,ATL,2,F9
LAX,ATL,3,NK
LAX,ATL,4,NK
LAX,ATL,5,DL
LAX,ATL,6,UA
LAX,ATL,7,UA
LAX,ATL,8,AA
LAX,ATL,12,UA
LAX,ATL,13,AA
LAX,ATL,14,DL
LAX,ATL,15,UA
LAX,ATL,16,AA
LAX,ATL,17,AA
LAX,ATL,18,UA
LAX,ATL,19,AA
LAX,ATL,20,DL
LAX,ATL,21,AA
LAX,ATL,22,DL
LAX,ATL,23,NK
LAX,BOS,0,DL
LAX,BOS,1,AA
LAX,BOS,2,UA
LAX,BOS,3,B6
LAX,BOS,4,AA
LAX,BOS,5,AA
LAX,BOS,6,AA
LAX,BOS,7,AA
LAX,BOS,8,AA
LAX,BOS,12,UA
LAX,BOS,13,AA
LAX,BOS,14,DL
LAX,BOS,15,AA
LAX,BOS,16,AA
LAX,BOS,17,AA
LAX,BOS,18,AA
LAX,BOS,19,AA
LAX,BOS,20,AA
LAX,BOS,21,UA
LAX,BOS,22,AA
LAX,BOS,23,AA
LAX,CLT,0,DL
LAX,CLT,1,AA
LAX,CLT,2,AA
LAX,CLT,3,B6
LAX,CLT,4,AA
LAX,CLT,5,AS
LAX,CLT,6,UA
LAX,CLT,7,DL
LAX,CLT,8,AA
LAX,CLT,12,UA
LAX,CLT,13,AA
LAX,CLT,14,DL
LAX,CLT,15,DL
LAX,CLT,16,AA
LAX,CLT,17,UA
LAX,CLT,18,AA
LAX,CLT,19,AA
LAX,CLT,20,DL
LAX,CLT,21,AA
LAX,CLT,22,NK
LAX,CLT,23,NK
LAX,DEN,0,DL
LAX,DEN,1,UA
LAX,DEN,2,AS
LAX,DEN,3,UA
LAX,DEN,4,F9
LAX,DEN,5,UA
LAX,DEN,6,UA
LAX,DEN,7,DL
LAX,DEN,12,UA
LAX,DEN,13,AA
LAX,DEN,14,DL
LAX,DEN,15,AS
LAX,DEN,16,AS
LAX,DEN,17,AS
LAX,DEN,18,UA
LAX,DEN,19,AA
LAX,DEN,20,DL
LAX,DEN,21,DL
LAX,DEN,22,DL
LAX,DEN,23,AA
LAX,DFW,0,DL
LAX,DFW,1,AA
LAX,DFW,2,NK
LAX,DFW,3,NK
LAX,DFW,4,NK
LAX,DFW,5,UA
LAX,DFW,6,UA
LAX,DFW,7,UA
LAX,DFW,12,UA
LAX,DFW,13,AA
LAX,DFW,14,AA
LAX,DFW,15,AA
LAX,DFW,16,AA
LAX,DFW,17,AA
LAX,DFW,18,AA
LAX,DFW,19,AA
LAX,DFW,20,UA
LAX,DFW,21,AA
LAX,DFW,22,AA
LAX,DFW,23,AA
LAX,DTW,0,DL
LAX,DTW,1,DL
LAX,DTW,2,DL
LAX,DTW,3,B6
LAX,DTW,4,NK
LAX,DTW,5,DL
LAX,DTW,6,UA
LAX,DTW,7,UA
LAX,DTW,12,UA
LAX,DTW,13,AA
LAX,DTW,14,DL
LAX,DTW,15,AA
LAX,DTW,16,AA
LAX,DTW,17,UA
LAX,DTW,18,NK
LAX,DTW,19,UA
LAX,DTW,20,DL
LAX,DTW,21,AA
LAX,DTW,22,NK
LAX,DTW,23,NK
LAX,EWR,0,AS
LAX,EWR,1,AA
LAX,EWR,2,UA
LAX,EWR,3,NK
LAX,EWR,4,NK
LAX,EWR,5,DL
LAX,EWR,6,UA
LAX,EWR,7,DL
LAX,EWR,8,AA
LAX,EWR,12,DL
LAX,EWR,13,AA
LAX,EWR,14,UA
LAX,EWR,15,AA
LAX,EWR,16,AA
LAX,EWR,17,AA
LAX,EWR,18,AA
LAX,EWR,19,AA
LAX,EWR,20,DL
LAX,EWR,21,DL
LAX,EWR,22,NK
LAX,EWR,23,UA
LAX,IAD,0,DL
LAX,IAD,1,UA
LAX,IAD,2,UA
LAX,IAD,3,UA
LAX,IAD,4,UA
LAX,IAD,5,DL
LAX,IAD,6,UA
LAX,IAD,7,UA
LAX,IAD,12,UA
LAX,IAD,13,AS
LAX,IAD,14,DL
LAX,IAD,15,UA
LAX,IAD,16,AA
LAX,IAD,17,UA
LAX,IAD,18,DL
LAX,IAD,19,UA
LAX,IAD,20,DL
LAX,IAD,21,DL
LAX,IAD,22,DL
LAX,IAD,23,UA
LAX,JFK,0,AS
LAX,JFK,1,AS
LAX,JFK,2,AS
LAX,JFK,3,B6
LAX,JFK,4,AA
LAX,JFK,5,AA
LAX,JFK,6,AA
LAX,JFK,7,B6
LAX,JFK,8,AA
LAX,JFK,12,DL
LAX,JFK,13,AA
LAX,JFK,14,AA
LAX,JFK,15,AA
LAX,JFK,16,AA
LAX,JFK,17,AA
LAX,JFK,18,AA
LAX,JFK,19,AA
LAX,JFK,20,DL
LAX,JFK,21,DL
LAX,JFK,22,B6
LAX,JFK,23,AA
LAX,LGA,0,DL
LAX,LGA,1,DL
LAX,LGA,2,DL
LAX,LGA,3,NK
LAX,LGA,4,NK
LAX,LGA,5,DL
LAX,LGA,6,UA
LAX,LGA,7,DL
LAX,LGA,8,AA
LAX,LGA,12,UA
LAX,LGA,13,AA
LAX,LGA,14,B6
LAX,LGA,15,AA
LAX,LGA,16,AA
LAX,LGA,17,AA
LAX,LGA,18,UA
LAX,LGA,19,AA
LAX,LGA,20,DL
LAX,LGA,21,NK
LAX,LGA,22,NK
LAX,LGA,23,NK
LAX,MIA,0,DL
LAX,MIA,1,AA
LAX,MIA,2,AA
LAX,MIA,3,F9
LAX,MIA,4,AA
LAX,MIA,5,DL
LAX,MIA,6,UA
LAX,MIA,7,DL
LAX,MIA,8,AA
LAX,MIA,12,UA
LAX,MIA,13,AA
LAX,MIA,14,DL
LAX,MIA,15,AA
LAX,MIA,16,NK
LAX,MIA,17,AA
LAX,MIA,18,DL
LAX,MIA,19,AA
LAX,MIA,20,DL
LAX,MIA,21,AA
LAX,MIA,22,DL
LAX,MIA,23,AA
LAX,OAK,0,AS
LAX,OAK,1,DL
LAX,OAK,2,NK
LAX,OAK,3,AS
LAX,OAK,4,F9
LAX,OAK,5,F9
LAX,OAK,12,DL
LAX,OAK,13,AS
LAX,OAK,14,AS
LAX,OAK,15,AS
LAX,OAK,16,DL
LAX,OAK,17,AS
LAX,OAK,18,NK
LAX,OAK,19,NK
LAX,OAK,20,DL
LAX,OAK,21,AS
LAX,OAK,22,AS
LAX,OAK,23,AS
LAX,ORD,0,AA
LAX,ORD,1,UA
LAX,ORD,2,AS
LAX,ORD,3,AS
LAX,ORD,4,NK
LAX,ORD,5,DL
LAX,ORD,6,UA
LAX,ORD,7,DL
LAX,ORD,12,DL
LAX,ORD,13,AA
LAX,ORD,14,DL
LAX,ORD,15,AA
LAX,ORD,16,AA
LAX,ORD,17,AA
LAX,ORD,18,NK
LAX,ORD,19,NK
LAX,ORD,20,DL
LAX,ORD,21,UA
LAX,ORD,22,NK
LAX,ORD,23,AA
LAX,PHL,0,DL
LAX,PHL,1,DL
LAX,PHL,2,AA
LAX,PHL,3,UA
LAX,PHL,4,AA
LAX,PHL,5,AA
LAX,PHL,6,UA
LAX,PHL,7,UA
LAX,PHL,8,AA
LAX,PHL,12,UA
LAX,PHL,13,AA
LAX,PHL,14,UA
LAX,PHL,15,DL
LAX,PHL,16,AA
LAX,PHL,17,AA
LAX,PHL,18,AA
LAX,PHL,19,UA
LAX,PHL,20,DL
LAX,PHL,21,AA
LAX,PHL,22,NK
LAX,PHL,23,DL
LAX,SFO,0,DL
LAX,SFO,1,UA
LAX,SFO,2,AS
LAX,SFO,3,UA
LAX,SFO,4,DL
LAX,SFO,5,UA
LAX,SFO,6,SY
LAX,SFO,12,F9
LAX,SFO,13,UA
LAX,SFO,14,AA
LAX,SFO,15,UA
LAX,SFO,16,AA
LAX,SFO,17,UA
LAX,SFO,18,AS
LAX,SFO,19,DL
LAX,SFO,20,UA
LAX,SFO,21,UA
LAX,SFO,22,DL
LAX,SFO,23,UA
LGA,ATL,0,DL
LGA,ATL,1,DL
LGA,ATL,2,F9
LGA,ATL,9,NK
LGA,ATL,10,DL
LGA,ATL,11,AA
LGA,ATL,12,DL
LGA,ATL,13,NK
LGA,ATL,14,UA
LGA,ATL,15,AA
LGA,ATL,16,NK
LGA,ATL,17,AA
LGA,ATL,18,AA
LGA,ATL,19,AA
LGA,ATL,20,NK
LGA,ATL,21,AA
LGA,ATL,22,DL
LGA,ATL,23,UA
LGA,BOS,0,DL
LGA,BOS,1,DL
LGA,BOS,2,AA
LGA,BOS,10,UA
LGA,BOS,11,DL
LGA,BOS,12,AA
LGA,BOS,13,AA
LGA,BOS,14,AA
LGA,BOS,15,AA
LGA,BOS,16,AA
LGA,BOS,17,UA
LGA,BOS,18,AA
LGA,BOS,19,DL
LGA,BOS,20,AA
LGA,BOS,21,AA
LGA,BOS,22,AA
LGA,BOS,23,AA
LGA,CLT,0,DL
LGA,CLT,1,AA
LGA,CLT,2,AA
LGA,CLT,9,NK
LGA,CLT,10,AA
LGA,CLT,11,AA
LGA,CLT,12,AA
LGA,CLT,13,AA
LGA,CLT,14,AA
LGA,CLT,15,AA
LGA,CLT,16,AA
LGA,CLT,17,AA
LGA,CLT,18,AA
LGA,CLT,19,AA
LGA,CLT,20,AA
LGA,CLT,21,AA
LGA,CLT,22,B6
LGA,CLT,23,UA
LGA,DEN,0,UA
LGA,DEN,1,UA
LGA,DEN,2,F9
LGA,DEN,9,AA
LGA,DEN,10,AA
LGA,DEN,11,AA
LGA,DEN,12,DL
LGA,DEN,13,UA
LGA,DEN,14,AA
LGA,DEN,15,AA
LGA,DEN,16,UA
LGA,DEN,17,AA
LGA,DEN,18,UA
LGA,DEN,19,AA
LGA,DEN,20,AA
LGA,DEN,21,AA
LGA,DEN,22,UA
LGA,DEN,23,UA
LGA,DFW,0,AA
LGA,DFW,1,AA
LGA,DFW,2,AA
LGA,DFW,9,AA
LGA,DFW,10,UA
LGA,DFW,11,AA
LGA,DFW,12,AA
LGA,DFW,13,AA
LGA,DFW,14,AA
LGA,DFW,15,NK
LGA,DFW,16,AA
LGA,DFW,17,AA
LGA,DFW,18,AA
LGA,DFW,19,DL
LGA,DFW,20,AA
LGA,DFW,21,AA
LGA,DFW,22,AA
LGA,DFW,23,DL
LGA,DTW,0,DL
LGA,DTW,1,DL
LGA,DTW,2,F9
LGA,DTW,10,UA
LGA,DTW,11,AA
LGA,DTW,12,UA
LGA,DTW,13,DL
LGA,DTW,14,UA
LGA,DTW,15,AA
LGA,DTW,16,NK
LGA,DTW,17,UA
LGA,DTW,18,UA
LGA,DTW,19,AA
LGA,DTW,20,B6
LGA,DTW,21,DL
LGA,DTW,22,AA
LGA,DTW,23,UA
LGA,IAD,0,DL
LGA,IAD,1,DL
LGA,IAD,10,DL
LGA,IAD,11,AA
LGA,IAD,12,DL
LGA,IAD,13,DL
LGA,IAD,14,DL
LGA,IAD,15,AA
LGA,IAD,16,DL
LGA,IAD,17,AA
LGA,IAD,18,AA
LGA,IAD,19,DL
LGA,IAD,20,DL
LGA,IAD,21,DL
LGA,IAD,22,AA
LGA,IAD,23,UA
LGA,LAX,0,AA
LGA,LAX,1,NK
LGA,LAX,2,AA
LGA,LAX,9,AA
LGA,LAX,10,DL
LGA,LAX,11,UA
LGA,LAX,12,AA
LGA,LAX,13,UA
LGA,LAX,14,AA
LGA,LAX,15,NK
LGA,LAX,16,UA
LGA,LAX,17,AA
LGA,LAX,18,UA
LGA,LAX,19,UA
LGA,LAX,20,AA
LGA,LAX,21,AA
LGA,LAX,22,DL
LGA,LAX,23,UA
LGA,MIA,0,AA
LGA,MIA,1,NK
LGA,MIA,2,AA
LGA,MIA,9,AA
LGA,MIA,10,AA
LGA,MIA,11,AA
LGA,MIA,12,NK
LGA,MIA,13,AA
LGA,MIA,14,UA
LGA,MIA,15,AA
LGA,MIA,16,AA
LGA,MIA,17,AA
LGA,MIA,18,AA
LGA,MIA,19,AA
LGA,MIA,20,AA
LGA,MIA,21,AA
LGA,MIA,22,AA
LGA,MIA,23,DL
LGA,OAK,0,DL
LGA,OAK,1,AS
LGA,OAK,10,UA
LGA,OAK,11,UA
LGA,OAK,12,AS
LGA,OAK,13,UA
LGA,OAK,14,UA
LGA,OAK,15,AS
LGA,OAK,16,UA
LGA,OAK,17,UA
LGA,OAK,18,UA
LGA,OAK,19,DL
LGA,OAK,20,DL
LGA,OAK,21,DL
LGA,OAK,22,AS
LGA,OAK,23,DL
LGA,ORD,0,AA
LGA,ORD,1,UA
LGA,ORD,2,AA
LGA,ORD,9,NK
LGA,ORD,10,AA
LGA,ORD,11,AA
LGA,ORD,12,UA
LGA,ORD,13,AA
LGA,ORD,14,AA
LGA,ORD,15,AA
LGA,ORD,16,AA
LGA,ORD,17,AA
LGA,ORD,18,AA
LGA,ORD,19,AA
LGA,ORD,20,AA
LGA,ORD,21,UA
LGA,ORD,22,AA
LGA,ORD,23,UA
LGA,PHL,0,AA
LGA,PHL,1,AA
LGA,PHL,2,AA
LGA,PHL,9,AA
LGA,PHL,10,AA
LGA,PHL,11,AA
LGA,PHL,12,UA
LGA,PHL,13,B6
LGA,PHL,14,AA
LGA,PHL,15,AA
LGA,PHL,16,AA
LGA,PHL,17,AA
LGA,PHL,18,AA
LGA,PHL,19,UA
LGA,PHL,20,AA
LGA,PHL,21,AA
LGA,PHL,22,AA
LGA,PHL,23,DL
LGA,SFO,0,UA
LGA,SFO,1,UA
LGA,SFO,9,AA
LGA,SFO,10,DL
LGA,SFO,11,UA
LGA,SFO,12,DL
LGA,SFO,13,UA
LGA,SFO,14,UA
LGA,SFO,15,DL
LGA,SFO,16,DL
LGA,SFO,17,DL
LGA,SFO,18,AA
LGA,SFO,19,DL
LGA,SFO,20,UA
LGA,SFO,21,UA
LGA,SFO,22,DL
LGA,SFO,23,UA
MIA,ATL,0,AA
MIA,ATL,1,AA
MIA,ATL,2,NK
MIA,ATL,9,AA
MIA,ATL,10,UA
MIA,ATL,11,DL
MIA,ATL,12,UA
MIA,ATL,13,UA
MIA,ATL,14,UA
MIA,ATL,15,UA
MIA,ATL,16,DL
MIA,ATL,17,UA
MIA,ATL,18,DL
MIA,ATL,19,UA
MIA,ATL,20,DL
MIA,ATL,21,F9
MIA,ATL,22,DL
MIA,ATL,23,DL
MIA,BOS,0,UA
MIA,BOS,1,AA
MIA,BOS,2,F9
MIA,BOS,9,AA
MIA,BOS,10,UA
MIA,BOS,11,DL
MIA,BOS,12,B6
MIA,BOS,13,UA
MIA,BOS,14,AA
MIA,BOS,15,DL
MIA,BOS,16,B6
MIA,BOS,17,AA
MIA,BOS,18,AA
MIA,BOS,19,AA
MIA,BOS,20,UA
MIA,BOS,21,AA
MIA,BOS,22,B6
MIA,BOS,23,AA
MIA,CLT,0,UA
MIA,CLT,1,AA
MIA,CLT,2,AA
MIA,CLT,3,AA
MIA,CLT,10,AA
MIA,CLT,11,DL
MIA,CLT,12,AA
MIA,CLT,13,AA
MIA,CLT,14,AA
MIA,CLT,15,AA
MIA,CLT,16,DL
MIA,CLT,17,AA
MIA,CLT,18,AA
MIA,CLT,19,AA
MIA,CLT,20,DL
MIA,CLT,21,UA
MIA,CLT,22,DL
MIA,CLT,23,AA
MIA,DEN,0,UA
MIA,DEN,1,AA
MIA,DEN,2,F9
MIA,DEN,3,F9
MIA,DEN,9,AA
MIA,DEN,10,UA
MIA,DEN,11,DL
MIA,DEN,12,UA
MIA,DEN,13,NK
MIA,DEN,14,DL
MIA,DEN,15,DL
MIA,DEN,16,AA
MIA,DEN,17,AA
MIA,DEN,18,DL
MIA,DEN,19,UA
MIA,DEN,20,DL
MIA,DEN,21,AA
MIA,DEN,22,DL
MIA,DEN,23,UA
MIA,DFW,0,AA
MIA,DFW,1,AA
MIA,DFW,2,AA
MIA,DFW,3,AA
MIA,DFW,9,AA
MIA,DFW,10,DL
MIA,DFW,11,DL
MIA,DFW,12,AA
MIA,DFW,13,AA
MIA,DFW,14,AA
MIA,DFW,15,AA
MIA,DFW,16,DL
MIA,DFW,17,AA
MIA,DFW,18,DL
MIA,DFW,19,AA
MIA,DFW,20,DL
MIA,DFW,21,UA
MIA,DFW,22,DL
MIA,DFW,23,AA
MIA,DTW,0,AA
MIA,DTW,1,AA
MIA,DTW,2,NK
MIA,DTW,9,NK
MIA,DTW,10,UA
MIA,DTW,11,AA
MIA,DTW,12,UA
MIA,DTW,13,AA
MIA,DTW,14,AA
MIA,DTW,15,AA
MIA,DTW,16,UA
MIA,DTW,17,UA
MIA,DTW,18,AA
MIA,DTW,19,AA
MIA,DTW,20,UA
MIA,DTW,21,NK
MIA,DTW,22,DL
MIA,DTW,23,AA
MIA,EWR,0,UA
MIA,EWR,1,AA
MIA,EWR,2,NK
MIA,EWR,9,AA
MIA,EWR,10,DL
MIA,EWR,11,DL
MIA,EWR,12,AA
MIA,EWR,13,UA
MIA,EWR,14,DL
MIA,EWR,15,UA
MIA,EWR,16,DL
MIA,EWR,17,AA
MIA,EWR,18,AA
MIA,EWR,19,AA
MIA,EWR,20,UA
MIA,EWR,21,UA
MIA,EWR,22,DL
MIA,EWR,23,AA
MIA,IAD,0,UA
MIA,IAD,1,AA
MIA,IAD,2,AA
MIA,IAD,9,AA
MIA,IAD,10,AA
MIA,IAD,11,DL
MIA,IAD,12,AA
MIA,IAD,13,UA
MIA,IAD,14,DL
MIA,IAD,15,DL
MIA,IAD,16,DL
MIA,IAD,17,UA
MIA,IAD,18,AA
MIA,IAD,19,DL
MIA,IAD,20,DL
MIA,IAD,21,UA
MIA,IAD,22,DL
MIA,IAD,23,DL
MIA,JFK,0,AA
MIA,JFK,1,AA
MIA,JFK,2,AA
MIA,JFK,10,B6
MIA,JFK,11,DL
MIA,JFK,12,B6
MIA,JFK,13,AA
MIA,JFK,14,B6
MIA,JFK,15,DL
MIA,JFK,16,AA
MIA,JFK,17,AA
MIA,JFK,18,AA
MIA,JFK,19,B6
MIA,JFK,20,AA
MIA,JFK,21,AA
MIA,JFK,22,B6
MIA,JFK,23,DL
MIA,LAX,0,NK
MIA,LAX,1,AA
MIA,LAX,2,NK
MIA,LAX,9,AA
MIA,LAX,10,DL
MIA,LAX,11,DL
MIA,LAX,12,UA
MIA,LAX,13,AA
MIA,LAX,14,AA
MIA,LAX,15,AA
MIA,LAX,16,DL
MIA,LAX,17,UA
MIA,LAX,18,DL
MIA,LAX,19,UA
MIA,LAX,20,DL
MIA,LAX,21,AA
MIA,LAX,22,DL
MIA,LAX,23,AA
MIA,LGA,0,AA
MIA,LGA,1,NK
MIA,LGA,2,AA
MIA,LGA,9,NK
MIA,LGA,10,AA
MIA,LGA,11,AA
MIA,LGA,12,AA
MIA,LGA,13,AA
MIA,LGA,14,AA
MIA,LGA,15,AA
MIA,LGA,16,B6
MIA,LGA,17,UA
MIA,LGA,18,AA
MIA,LGA,19,AA
MIA,LGA,20,AA
MIA,LGA,21,AA
MIA,LGA,22,AA
MIA,LGA,23,AA
MIA,OAK,0,NK
MIA,OAK,1,F9
MIA,OAK,2,F9
MIA,OAK,3,F9
MIA,OAK,9,AS
MIA,OAK,10,DL
MIA,OAK,11,AS
MIA,OAK,12,UA
MIA,OAK,13,NK
MIA,OAK,14,AS
MIA,OAK,15,AS
MIA,OAK,16,AS
MIA,OAK,17,UA
MIA,OAK,18,DL
MIA,OAK,19,UA
MIA,OAK,20,DL
MIA,OAK,21,AS
MIA,OAK,22,UA
MIA,OAK,23,DL
MIA,ORD,0,UA
MIA,ORD,1,AA
MIA,ORD,2,AA
MIA,ORD,9,NK
MIA,ORD,10,AA
MIA,ORD,11,DL
MIA,ORD,12,AA
MIA,ORD,13,AA
MIA,ORD,14,AA
MIA,ORD,15,AA
MIA,ORD,16,AA
MIA,ORD,17,AA
MIA,ORD,18,AA
MIA,ORD,19,AA
MIA,ORD,20,UA
MIA,ORD,21,AA
MIA,ORD,22,AA
MIA,ORD,23,DL
MIA,PHL,0,AA
MIA,PHL,1,AA
MIA,PHL,2,AA
MIA,PHL,9,AA
MIA,PHL,10,AA
MIA,PHL,11,AA
MIA,PHL,12,AA
MIA,PHL,13,B6
MIA,PHL,14,AA
MIA,PHL,15,UA
MIA,PHL,16,UA
MIA,PHL,17,AA
MIA,PHL,18,DL
MIA,PHL,19,AA
MIA,PHL,20,UA
MIA,PHL,21,AA
MIA,PHL,22,DL
MIA,PHL,23,AA
MIA,SFO,0,AA
MIA,SFO,1,B6
MIA,SFO,2,F9
MIA,SFO,3,F9
MIA,SFO,9,AA
MIA,SFO,10,DL
MIA,SFO,11,DL
MIA,SFO,12,UA
MIA,SFO,13,AA
MIA,SFO,14,UA
MIA,SFO,15,DL
MIA,SFO,16,UA
MIA,SFO,17,UA
MIA,SFO,18,DL
MIA,SFO,19,UA
MIA,SFO,20,DL
MIA,SFO,21,UA
MIA,SFO,22,DL
MIA,SFO,23,DL
OAK,ATL,0,DL
OAK,ATL,1,UA
OAK,ATL,2,F9
OAK,ATL,3,UA
OAK,ATL,4,NK
OAK,ATL,5,NK
OAK,ATL,10,DL
OAK,ATL,11,AS
OAK,ATL,12,UA
OAK,ATL,13,DL
OAK,ATL,14,UA
OAK,ATL,15,NK
OAK,ATL,16,AS
OAK,ATL,17,UA
OAK,ATL,18,DL
OAK,ATL,19,NK
OAK,ATL,20,DL
OAK,ATL,21,DL
OAK,ATL,22,AS
OAK,ATL,23,UA
OAK,BOS,0,AS
OAK,BOS,1,DL
OAK,BOS,2,NK
OAK,BOS,3,UA
OAK,BOS,4,AS
OAK,BOS,5,DL
OAK,BOS,12,DL
