startingAirport,destinationAirport,flight_hour,segmentsAirlineCode
DEN,ORD,15,UA
DEN,ORD,16,AA
DEN,ORD,17,UA
DEN,ORD,18,DL
DEN,ORD,19,UA
DEN,ORD,20,DL
DEN,ORD,21,UA
DEN,ORD,22,DL
DEN,ORD,23,UA
DEN,PHL,0,AA
DEN,PHL,1,NK
DEN,PHL,2,DL
DEN,PHL,3,NK
DEN,PHL,4,UA
DEN,PHL,5,F9
DEN,PHL,6,F9
DEN,PHL,11,AA
DEN,PHL,12,UA
DEN,PHL,13,DL
DEN,PHL,14,UA
DEN,PHL,15,UA
DEN,PHL,16,AA
DEN,PHL,17,DL
DEN,PHL,18,AA
DEN,PHL,19,AA
DEN,PHL,20,AA
DEN,PHL,21,UA
DEN,PHL,22,DL
DEN,PHL,23,UA
DEN,SFO,0,AA
DEN,SFO,1,UA
DEN,SFO,2,UA
DEN,SFO,3,UA
DEN,SFO,4,F9
DEN,SFO,5,F9
DEN,SFO,11,DL
DEN,SFO,12,AS
DEN,SFO,13,UA
DEN,SFO,14,AA
DEN,SFO,15,AS
DEN,SFO,16,UA
DEN,SFO,17,UA
DEN,SFO,18,DL
DEN,SFO,19,UA
DEN,SFO,20,AS
DEN,SFO,21,UA
DEN,SFO,22,AS
DEN,SFO,23,UA
DFW,ATL,0,AA
DFW,ATL,1,AA
DFW,ATL,2,F9
DFW,ATL,3,F9
DFW,ATL,10,UA
DFW,ATL,11,DL
DFW,ATL,12,DL
DFW,ATL,13,AA
DFW,ATL,14,UA
DFW,ATL,15,DL
DFW,ATL,16,NK
DFW,ATL,17,UA
DFW,ATL,18,DL
DFW,ATL,19,AA
DFW,ATL,20,UA
DFW,ATL,21,DL
DFW,ATL,22,DL
DFW,ATL,23,DL
DFW,BOS,0,AA
DFW,BOS,1,AA
DFW,BOS,2,AA
DFW,BOS,10,AA
DFW,BOS,11,UA
DFW,BOS,12,DL
DFW,BOS,13,UA
DFW,BOS,14,AA
DFW,BOS,15,AA
DFW,BOS,16,UA
DFW,BOS,17,AA
DFW,BOS,18,NK
DFW,BOS,19,B6
DFW,BOS,20,AA
DFW,BOS,21,B6
DFW,BOS,22,UA
DFW,BOS,23,DL
DFW,CLT,0,DL
DFW,CLT,1,AA
DFW,CLT,2,AA
DFW,CLT,3,AA
DFW,CLT,10,AA
DFW,CLT,11,AA
DFW,CLT,12,DL
DFW,CLT,13,AA
DFW,CLT,14,AA
DFW,CLT,15,AA
DFW,CLT,16,AA
DFW,CLT,17,AA
DFW,CLT,18,AA
DFW,CLT,19,AA
DFW,CLT,20,AA
DFW,CLT,21,AA
DFW,CLT,22,UA
DFW,CLT,23,DL
DFW,DEN,0,UA
DFW,DEN,1,F9
DFW,DEN,2,AA
DFW,DEN,3,AA
DFW,DEN,10,DL
DFW,DEN,11,UA
DFW,DEN,12,DL
DFW,DEN,13,AA
DFW,DEN,14,UA
DFW,DEN,15,AA
DFW,DEN,16,UA
DFW,DEN,17,AA
DFW,DEN,18,AS
DFW,DEN,19,AA
DFW,DEN,20,AS
DFW,DEN,21,AA
DFW,DEN,22,UA
DFW,DEN,23,AA
DFW,DTW,0,DL
DFW,DTW,1,AA
DFW,DTW,2,F9
DFW,DTW,3,F9
DFW,DTW,10,NK
DFW,DTW,11,UA
DFW,DTW,12,DL
DFW,DTW,13,UA
DFW,DTW,14,AA
DFW,DTW,15,NK
DFW,DTW,16,DL
DFW,DTW,17,NK
DFW,DTW,18,DL
DFW,DTW,19,UA
DFW,DTW,20,AA
DFW,DTW,21,DL
DFW,DTW,22,UA
DFW,DTW,23,DL
DFW,EWR,0,UA
DFW,EWR,1,AA
DFW,EWR,2,AA
DFW,EWR,10,NK
DFW,EWR,11,UA
DFW,EWR,12,DL
DFW,EWR,13,AA
DFW,EWR,14,UA
DFW,EWR,15,DL
DFW,EWR,16,B6
DFW,EWR,17,DL
DFW,EWR,18,DL
DFW,EWR,19,AA
DFW,EWR,20,UA
DFW,EWR,21,UA
DFW,EWR,22,DL
DFW,EWR,23,AA
DFW,IAD,0,AA
DFW,IAD,1,AA
DFW,IAD,2,AA
DFW,IAD,10,AA
DFW,IAD,11,DL
DFW,IAD,12,DL
DFW,IAD,13,DL
DFW,IAD,14,AA
DFW,IAD,15,DL
DFW,IAD,16,UA
DFW,IAD,17,DL
DFW,IAD,18,DL
DFW,IAD,19,UA
DFW,IAD,20,DL
DFW,IAD,21,UA
DFW,IAD,22,UA
DFW,IAD,23,DL
DFW,JFK,0,AA
DFW,JFK,1,AA
DFW,JFK,2,AA
DFW,JFK,3,AA
DFW,JFK,10,AA
DFW,JFK,11,AA
DFW,JFK,12,DL
DFW,JFK,13,AA
DFW,JFK,14,AA
DFW,JFK,15,DL
DFW,JFK,16,UA
DFW,JFK,17,AA
DFW,JFK,18,DL
DFW,JFK,19,AA
DFW,JFK,20,DL
DFW,JFK,21,AA
DFW,JFK,22,DL
DFW,JFK,23,DL
DFW,LAX,0,AA
DFW,LAX,1,UA
DFW,LAX,2,AA
DFW,LAX,3,AA
DFW,LAX,10,UA
DFW,LAX,11,UA
DFW,LAX,12,NK
DFW,LAX,13,AA
DFW,LAX,14,AA
DFW,LAX,15,AA
DFW,LAX,16,AA
DFW,LAX,17,AA
DFW,LAX,18,AA
DFW,LAX,19,AA
DFW,LAX,20,AA
DFW,LAX,21,UA
DFW,LAX,22,UA
DFW,LAX,23,DL
DFW,LGA,0,DL
DFW,LGA,1,AA
DFW,LGA,2,AA
DFW,LGA,3,AA
DFW,LGA,10,NK
DFW,LGA,11,AA
DFW,LGA,12,NK
DFW,LGA,13,AA
DFW,LGA,14,AA
DFW,LGA,15,UA
DFW,LGA,16,B6
DFW,LGA,17,UA
DFW,LGA,18,AA
DFW,LGA,19,UA
DFW,LGA,20,AA
DFW,LGA,21,AA
DFW,LGA,22,AA
DFW,LGA,23,AA
DFW,MIA,0,AA
DFW,MIA,1,AA
DFW,MIA,2,AA
DFW,MIA,3,AA
DFW,MIA,10,AA
DFW,MIA,11,AA
DFW,MIA,12,DL
DFW,MIA,13,AA
DFW,MIA,14,AA
DFW,MIA,15,DL
DFW,MIA,16,AA
DFW,MIA,17,AA
DFW,MIA,18,DL
DFW,MIA,19,AA
DFW,MIA,20,AA
DFW,MIA,21,DL
DFW,MIA,22,AA
DFW,MIA,23,DL
DFW,OAK,0,AS
DFW,OAK,1,NK
DFW,OAK,2,F9
DFW,OAK,3,NK
DFW,OAK,10,UA
DFW,OAK,11,UA
DFW,OAK,12,NK
DFW,OAK,13,UA
DFW,OAK,14,UA
DFW,OAK,15,NK
DFW,OAK,16,UA
DFW,OAK,17,UA
DFW,OAK,18,UA
DFW,OAK,19,NK
DFW,OAK,20,NK
DFW,OAK,21,NK
DFW,OAK,22,AS
DFW,OAK,23,DL
DFW,ORD,0,DL
DFW,ORD,1,AA
DFW,ORD,2,AA
DFW,ORD,3,NK
DFW,ORD,10,AA
DFW,ORD,11,AA
DFW,ORD,12,DL
DFW,ORD,13,AA
DFW,ORD,14,AA
DFW,ORD,15,NK
DFW,ORD,16,AA
DFW,ORD,17,AA
DFW,ORD,18,DL
DFW,ORD,19,UA
DFW,ORD,20,AA
DFW,ORD,21,NK
DFW,ORD,22,UA
DFW,ORD,23,DL
DFW,PHL,0,F9
DFW,PHL,1,AA
DFW,PHL,2,AA
DFW,PHL,3,AA
DFW,PHL,10,AA
DFW,PHL,11,AA
DFW,PHL,12,DL
DFW,PHL,13,AA
DFW,PHL,14,AA
DFW,PHL,15,AA
DFW,PHL,16,B6
DFW,PHL,17,NK
DFW,PHL,18,AA
DFW,PHL,19,UA
DFW,PHL,20,AA
DFW,PHL,21,DL
DFW,PHL,22,AA
DFW,PHL,23,AA
DFW,SFO,0,UA
DFW,SFO,1,AA
DFW,SFO,2,AA
DFW,SFO,3,AA
DFW,SFO,10,UA
DFW,SFO,11,DL
DFW,SFO,12,UA
DFW,SFO,13,AA
DFW,SFO,14,AA
DFW,SFO,15,AA
DFW,SFO,16,AA
DFW,SFO,17,UA
DFW,SFO,18,AA
DFW,SFO,19,UA
DFW,SFO,20,AA
DFW,SFO,21,DL
DFW,SFO,22,AA
DFW,SFO,23,AA
DTW,ATL,0,DL
DTW,ATL,1,DL
DTW,ATL,2,DL
DTW,ATL,3,DL
DTW,ATL,9,DL
DTW,ATL,10,UA
DTW,ATL,11,DL
DTW,ATL,12,NK
DTW,ATL,13,DL
DTW,ATL,14,DL
DTW,ATL,15,B6
DTW,ATL,16,DL
DTW,ATL,17,NK
DTW,ATL,18,UA
DTW,ATL,19,DL
DTW,ATL,20,DL
DTW,ATL,21,AA
DTW,ATL,22,DL
DTW,ATL,23,UA
DTW,BOS,0,NK
DTW,BOS,1,DL
DTW,BOS,2,DL
DTW,BOS,3,DL
DTW,BOS,9,NK
DTW,BOS,10,UA
DTW,BOS,11,UA
DTW,BOS,12,NK
DTW,BOS,13,UA
DTW,BOS,14,DL
DTW,BOS,15,UA
DTW,BOS,16,AA
DTW,BOS,17,AA
DTW,BOS,18,UA
DTW,BOS,19,AA
DTW,BOS,20,AA
DTW,BOS,21,AA
DTW,BOS,22,AA
DTW,BOS,23,UA
DTW,CLT,0,F9
DTW,CLT,1,DL
DTW,CLT,2,DL
DTW,CLT,3,DL
DTW,CLT,9,NK
DTW,CLT,10,AA
DTW,CLT,11,DL
DTW,CLT,12,AA
DTW,CLT,13,DL
DTW,CLT,14,DL
DTW,CLT,15,AA
DTW,CLT,16,AA
DTW,CLT,17,B6
DTW,CLT,18,DL
DTW,CLT,19,DL
DTW,CLT,20,AA
DTW,CLT,21,AA
DTW,CLT,22,DL
DTW,CLT,23,UA
DTW,DEN,0,AA
DTW,DEN,1,DL
DTW,DEN,2,NK
DTW,DEN,9,AA
DTW,DEN,10,UA
DTW,DEN,11,AA
DTW,DEN,12,DL
DTW,DEN,13,UA
DTW,DEN,14,AA
DTW,DEN,15,B6
DTW,DEN,16,DL
DTW,DEN,17,AA
DTW,DEN,18,UA
DTW,DEN,19,AA
DTW,DEN,20,DL
DTW,DEN,21,AA
DTW,DEN,22,AA
DTW,DEN,23,UA
DTW,DFW,0,AA
DTW,DFW,1,DL
DTW,DFW,2,DL
DTW,DFW,3,DL
DTW,DFW,9,AA
DTW,DFW,10,UA
DTW,DFW,11,AA
DTW,DFW,12,DL
DTW,DFW,13,UA
DTW,DFW,14,DL
DTW,DFW,15,UA
DTW,DFW,16,DL
DTW,DFW,17,AA
DTW,DFW,18,UA
DTW,DFW,19,DL
DTW,DFW,20,UA
DTW,DFW,21,AA
DTW,DFW,22,DL
DTW,DFW,23,AA
DTW,EWR,0,NK
DTW,EWR,1,NK
DTW,EWR,2,DL
DTW,EWR,9,NK
DTW,EWR,10,UA
DTW,EWR,11,AA
DTW,EWR,12,NK
DTW,EWR,13,UA
DTW,EWR,14,DL
DTW,EWR,15,UA
DTW,EWR,16,NK
DTW,EWR,17,NK
DTW,EWR,18,UA
DTW,EWR,19,AA
DTW,EWR,20,AA
DTW,EWR,21,UA
DTW,EWR,22,UA
DTW,EWR,23,UA
DTW,IAD,0,DL
DTW,IAD,1,DL
DTW,IAD,3,DL
DTW,IAD,9,DL
DTW,IAD,10,AA
DTW,IAD,11,DL
DTW,IAD,12,AA
DTW,IAD,13,UA
DTW,IAD,14,UA
DTW,IAD,15,UA
DTW,IAD,16,DL
DTW,IAD,17,UA
DTW,IAD,18,UA
DTW,IAD,19,DL
DTW,IAD,20,DL
DTW,IAD,21,AA
DTW,IAD,22,DL
DTW,IAD,23,UA
DTW,JFK,0,DL
DTW,JFK,1,DL
DTW,JFK,2,DL
DTW,JFK,3,DL
DTW,JFK,9,AA
DTW,JFK,10,UA
DTW,JFK,11,DL
DTW,JFK,12,AA
DTW,JFK,13,UA
DTW,JFK,14,DL
DTW,JFK,15,AA
DTW,JFK,16,AA
DTW,JFK,17,DL
DTW,JFK,18,DL
DTW,JFK,19,DL
DTW,JFK,20,DL
DTW,JFK,21,AA
DTW,JFK,22,AA
DTW,JFK,23,UA
DTW,LAX,0,DL
DTW,LAX,1,DL
DTW,LAX,2,DL
DTW,LAX,3,DL
DTW,LAX,9,AA
DTW,LAX,10,UA
DTW,LAX,11,AA
DTW,LAX,12,DL
DTW,LAX,13,UA
DTW,LAX,14,NK
DTW,LAX,15,B6
DTW,LAX,16,DL
DTW,LAX,17,AA
DTW,LAX,18,UA
DTW,LAX,19,UA
DTW,LAX,20,UA
DTW,LAX,21,AA
DTW,LAX,22,DL
DTW,LAX,23,UA
DTW,LGA,0,DL
DTW,LGA,1,DL
DTW,LGA,2,DL
DTW,LGA,3,DL
DTW,LGA,9,NK
DTW,LGA,10,AA
DTW,LGA,11,DL
DTW,LGA,12,NK
DTW,LGA,13,UA
DTW,LGA,14,UA
DTW,LGA,15,UA
DTW,LGA,16,AA
DTW,LGA,17,B6
DTW,LGA,18,UA
DTW,LGA,19,AA
DTW,LGA,20,AA
DTW,LGA,21,AA
DTW,LGA,22,AA
DTW,LGA,23,UA
DTW,MIA,0,NK
DTW,MIA,1,DL
DTW,MIA,2,DL
DTW,MIA,3,DL
DTW,MIA,9,AA
DTW,MIA,10,AA
DTW,MIA,11,UA
DTW,MIA,12,DL
DTW,MIA,13,UA
DTW,MIA,14,AA
DTW,MIA,15,B6
DTW,MIA,16,AA
DTW,MIA,17,NK
DTW,MIA,18,UA
DTW,MIA,19,AA
DTW,MIA,20,AA
DTW,MIA,21,AA
DTW,MIA,22,DL
DTW,MIA,23,UA
DTW,OAK,0,DL
DTW,OAK,1,DL
DTW,OAK,2,NK
DTW,OAK,3,AS
DTW,OAK,9,NK
DTW,OAK,10,UA
DTW,OAK,11,AS
DTW,OAK,12,DL
DTW,OAK,13,UA
DTW,OAK,14,NK
DTW,OAK,15,UA
DTW,OAK,16,DL
DTW,OAK,17,AS
DTW,OAK,18,UA
DTW,OAK,19,UA
DTW,OAK,20,UA
DTW,OAK,21,DL
DTW,OAK,22,DL
DTW,OAK,23,DL
DTW,ORD,0,DL
DTW,ORD,1,DL
DTW,ORD,2,DL
DTW,ORD,9,AA
DTW,ORD,10,UA
DTW,ORD,11,AA
DTW,ORD,12,DL
DTW,ORD,13,UA
DTW,ORD,14,AA
DTW,ORD,15,AA
DTW,ORD,16,DL
DTW,ORD,17,UA
DTW,ORD,18,UA
DTW,ORD,19,AA
DTW,ORD,20,AA
DTW,ORD,21,UA
DTW,ORD,22,AA
DTW,ORD,23,UA
DTW,PHL,0,DL
DTW,PHL,1,DL
DTW,PHL,2,NK
DTW,PHL,3,UA
DTW,PHL,9,NK
DTW,PHL,10,UA
DTW,PHL,11,UA
DTW,PHL,12,NK
DTW,PHL,13,UA
DTW,PHL,14,DL
DTW,PHL,15,UA
DTW,PHL,16,B6
DTW,PHL,17,B6
DTW,PHL,18,UA
DTW,PHL,19,DL
DTW,PHL,20,DL
DTW,PHL,21,UA
DTW,PHL,22,AA
DTW,PHL,23,NK
DTW,SFO,0,DL
DTW,SFO,1,DL
DTW,SFO,2,DL
DTW,SFO,3,DL
DTW,SFO,9,AA
DTW,SFO,10,UA
DTW,SFO,11,AA
DTW,SFO,12,DL
DTW,SFO,13,UA
DTW,SFO,14,DL
DTW,SFO,15,UA
DTW,SFO,16,DL
DTW,SFO,17,AA
DTW,SFO,18,UA
DTW,SFO,19,UA
DTW,SFO,20,UA
DTW,SFO,21,DL
DTW,SFO,22,DL
DTW,SFO,23,UA
EWR,ATL,0,UA
EWR,ATL,1,UA
EWR,ATL,2,UA
EWR,ATL,9,AA
EWR,ATL,10,AA
EWR,ATL,11,DL
EWR,ATL,12,DL
EWR,ATL,13,NK
EWR,ATL,14,DL
EWR,ATL,15,NK
EWR,ATL,16,DL
EWR,ATL,17,AA
EWR,ATL,18,DL
EWR,ATL,19,NK
EWR,ATL,20,DL
EWR,ATL,21,AA
EWR,ATL,22,UA
EWR,ATL,23,DL
EWR,BOS,0,DL
EWR,BOS,1,UA
EWR,BOS,2,UA
EWR,BOS,9,AA
EWR,BOS,10,AA
EWR,BOS,11,UA
EWR,BOS,12,DL
EWR,BOS,13,AA
EWR,BOS,14,UA
EWR,BOS,15,UA
EWR,BOS,16,NK
EWR,BOS,17,UA
EWR,BOS,18,UA
EWR,BOS,19,UA
EWR,BOS,20,UA
EWR,BOS,21,UA
EWR,BOS,22,AA
EWR,BOS,23,UA
EWR,CLT,0,UA
EWR,CLT,1,UA
EWR,CLT,2,UA
EWR,CLT,9,NK
EWR,CLT,10,AA
EWR,CLT,11,DL
EWR,CLT,12,DL
EWR,CLT,13,B6
EWR,CLT,14,UA
EWR,CLT,15,AA
EWR,CLT,16,DL
EWR,CLT,17,AA
EWR,CLT,18,DL
EWR,CLT,19,NK
EWR,CLT,20,DL
EWR,CLT,21,AA
EWR,CLT,22,UA
EWR,CLT,23,AA
EWR,DEN,0,UA
EWR,DEN,1,UA
EWR,DEN,2,UA
EWR,DEN,3,UA
EWR,DEN,9,AA
EWR,DEN,10,AA
EWR,DEN,11,UA
EWR,DEN,12,AA
EWR,DEN,13,UA
EWR,DEN,14,AA
EWR,DEN,15,NK
EWR,DEN,16,UA
EWR,DEN,17,AA
EWR,DEN,18,UA
EWR,DEN,19,UA
EWR,DEN,20,UA
EWR,DEN,21,DL
EWR,DEN,22,DL
EWR,DEN,23,UA
EWR,DFW,0,UA
EWR,DFW,1,NK
EWR,DFW,2,UA
EWR,DFW,9,NK
EWR,DFW,10,DL
EWR,DFW,11,DL
EWR,DFW,12,DL
EWR,DFW,13,NK
EWR,DFW,14,DL
EWR,DFW,15,NK
EWR,DFW,16,DL
EWR,DFW,17,AA
EWR,DFW,18,UA
EWR,DFW,19,UA
EWR,DFW,20,DL
EWR,DFW,21,DL
EWR,DFW,22,DL
EWR,DFW,23,AA
EWR,DTW,0,DL
EWR,DTW,1,UA
EWR,DTW,2,UA
EWR,DTW,9,NK
EWR,DTW,10,DL
EWR,DTW,11,AA
EWR,DTW,12,UA
EWR,DTW,13,NK
EWR,DTW,14,AA
EWR,DTW,15,NK
EWR,DTW,16,NK
EWR,DTW,17,AA
EWR,DTW,18,UA
EWR,DTW,19,NK
EWR,DTW,20,NK
EWR,DTW,21,DL
EWR,DTW,22,UA
EWR,DTW,23,UA
EWR,IAD,0,UA
EWR,IAD,1,UA
EWR,IAD,2,UA
EWR,IAD,9,AA
EWR,IAD,10,AA
EWR,IAD,11,DL
EWR,IAD,12,UA
EWR,IAD,13,UA
EWR,IAD,14,UA
EWR,IAD,15,AA
EWR,IAD,16,DL
EWR,IAD,17,AA
EWR,IAD,18,UA
EWR,IAD,19,UA
EWR,IAD,20,UA
EWR,IAD,21,DL
EWR,IAD,22,DL
EWR,IAD,23,UA
EWR,LAX,0,UA
EWR,LAX,1,UA
EWR,LAX,2,UA
EWR,LAX,9,UA
EWR,LAX,10,AA
EWR,LAX,11,DL
EWR,LAX,12,AA
EWR,LAX,13,NK
EWR,LAX,14,AA
EWR,LAX,15,SY
EWR,LAX,16,UA
EWR,LAX,17,AA
EWR,LAX,18,UA
EWR,LAX,19,UA
EWR,LAX,20,AA
EWR,LAX,21,DL
EWR,LAX,22,UA
EWR,LAX,23,UA
EWR,LGA,0,DL
EWR,LGA,1,UA
EWR,LGA,10,AA
EWR,LGA,11,UA
EWR,LGA,12,DL
EWR,LGA,13,NK
EWR,LGA,14,UA
EWR,LGA,15,UA
EWR,LGA,16,UA
EWR,LGA,18,DL
EWR,LGA,20,UA
EWR,LGA,21,UA
EWR,LGA,22,AA
EWR,MIA,0,UA
EWR,MIA,1,NK
EWR,MIA,2,UA
EWR,MIA,9,AA
EWR,MIA,10,DL
EWR,MIA,11,UA
EWR,MIA,12,AA
EWR,MIA,13,NK
EWR,MIA,14,UA
EWR,MIA,15,UA
EWR,MIA,16,AA
EWR,MIA,17,AA
EWR,MIA,18,DL
EWR,MIA,19,NK
EWR,MIA,20,DL
EWR,MIA,21,DL
EWR,MIA,22,AA
EWR,MIA,23,UA
EWR,OAK,0,NK
EWR,OAK,1,AS
EWR,OAK,2,AS
EWR,OAK,9,DL
EWR,OAK,10,UA
EWR,OAK,11,AS
EWR,OAK,12,UA
EWR,OAK,13,AS
EWR,OAK,14,UA
EWR,OAK,15,UA
EWR,OAK,16,UA
EWR,OAK,17,DL
EWR,OAK,18,NK
EWR,OAK,19,DL
EWR,OAK,20,UA
EWR,OAK,21,DL
EWR,OAK,22,AS
EWR,OAK,23,AS
EWR,ORD,0,UA
EWR,ORD,1,UA
EWR,ORD,2,UA
EWR,ORD,9,UA
EWR,ORD,10,UA
EWR,ORD,11,UA
EWR,ORD,12,UA
EWR,ORD,13,NK
EWR,ORD,14,UA
EWR,ORD,15,NK
EWR,ORD,16,AA
EWR,ORD,17,UA
EWR,ORD,18,UA
EWR,ORD,19,UA
EWR,ORD,20,UA
EWR,ORD,21,DL
EWR,ORD,22,UA
EWR,ORD,23,AA
EWR,PHL,0,UA
EWR,PHL,1,UA
EWR,PHL,2,UA
EWR,PHL,9,AA
EWR,PHL,10,AA
EWR,PHL,11,AA
EWR,PHL,12,AA
EWR,PHL,13,B6
EWR,PHL,14,AA
EWR,PHL,15,UA
EWR,PHL,16,AA
EWR,PHL,17,AA
EWR,PHL,18,DL
EWR,PHL,19,UA
EWR,PHL,20,UA
EWR,PHL,21,AA
EWR,PHL,22,UA
EWR,PHL,23,AA
EWR,SFO,0,UA
EWR,SFO,1,UA
EWR,SFO,2,UA
EWR,SFO,9,UA
EWR,SFO,10,UA
EWR,SFO,11,DL
EWR,SFO,12,UA
EWR,SFO,13,DL
EWR,SFO,14,UA
EWR,SFO,15,SY
EWR,SFO,16,UA
EWR,SFO,17,AA
EWR,SFO,18,UA
EWR,SFO,19,UA
EWR,SFO,20,AA
EWR,SFO,21,UA
EWR,SFO,22,UA
EWR,SFO,23,AS
IAD,ATL,0,AA
IAD,ATL,2,UA
IAD,ATL,9,AA
IAD,ATL,10,AA
IAD,ATL,11,AA
IAD,ATL,12,UA
IAD,ATL,13,DL
IAD,ATL,14,AA
IAD,ATL,15,AA
IAD,ATL,16,UA
IAD,ATL,17,AA
IAD,ATL,19,AA
IAD,ATL,20,DL
IAD,ATL,21,UA
IAD,ATL,22,DL
IAD,ATL,23,DL
IAD,BOS,0,AA
IAD,BOS,2,UA
IAD,BOS,9,AA
IAD,BOS,10,AA
IAD,BOS,11,AA
IAD,BOS,12,UA
IAD,BOS,13,UA
IAD,BOS,14,AA
IAD,BOS,15,AA
IAD,BOS,16,UA
IAD,BOS,17,AA
IAD,BOS,19,UA
IAD,BOS,20,DL
IAD,BOS,21,UA
IAD,BOS,22,DL
IAD,BOS,23,UA
IAD,CLT,0,AA
IAD,CLT,2,UA
IAD,CLT,9,AA
IAD,CLT,10,DL
IAD,CLT,11,AA
IAD,CLT,12,UA
IAD,CLT,13,DL
IAD,CLT,14,AA
IAD,CLT,15,DL
IAD,CLT,16,UA
IAD,CLT,17,AA
IAD,CLT,20,DL
IAD,CLT,21,UA
IAD,CLT,22,DL
IAD,CLT,23,DL
IAD,DEN,0,AA
IAD,DEN,2,UA
IAD,DEN,9,AA
IAD,DEN,10,DL
IAD,DEN,11,AA
IAD,DEN,12,UA
IAD,DEN,13,UA
IAD,DEN,14,UA
IAD,DEN,15,UA
IAD,DEN,16,UA
IAD,DEN,17,UA
IAD,DEN,18,UA
IAD,DEN,19,AA
IAD,DEN,20,UA
IAD,DEN,21,UA
IAD,DEN,22,DL
IAD,DEN,23,DL
IAD,DFW,0,AA
IAD,DFW,2,UA
IAD,DFW,9,AA
IAD,DFW,10,DL
IAD,DFW,11,AA
IAD,DFW,12,UA
IAD,DFW,13,DL
IAD,DFW,14,DL
IAD,DFW,15,AA
IAD,DFW,16,DL
IAD,DFW,17,DL
IAD,DFW,18,UA
IAD,DFW,19,AA
IAD,DFW,20,DL
IAD,DFW,21,UA
IAD,DFW,22,DL
IAD,DFW,23,DL
IAD,DTW,0,AA
IAD,DTW,2,UA
IAD,DTW,9,AA
IAD,DTW,10,DL
IAD,DTW,11,UA
IAD,DTW,12,UA
IAD,DTW,13,DL
IAD,DTW,14,DL
IAD,DTW,15,AA
IAD,DTW,16,UA
IAD,DTW,17,DL
IAD,DTW,19,UA
IAD,DTW,20,DL
IAD,DTW,21,UA
IAD,DTW,22,DL
IAD,DTW,23,DL
IAD,EWR,0,AA
IAD,EWR,2,UA
IAD,EWR,9,AA
IAD,EWR,10,DL
IAD,EWR,11,AA
IAD,EWR,12,UA
IAD,EWR,13,DL
IAD,EWR,14,AA
IAD,EWR,15,AA
IAD,EWR,16,UA
IAD,EWR,17,AA
IAD,EWR,20,DL
IAD,EWR,21,UA
IAD,EWR,22,DL
IAD,EWR,23,DL
IAD,JFK,0,AA
IAD,JFK,2,UA
IAD,JFK,9,AA
IAD,JFK,10,AA
IAD,JFK,11,AA
IAD,JFK,12,UA
IAD,JFK,13,DL
IAD,JFK,14,AA
IAD,JFK,15,AA
IAD,JFK,16,UA
IAD,JFK,17,AA
IAD,JFK,20,DL
IAD,JFK,21,DL
IAD,JFK,22,DL
IAD,LAX,0,AA
IAD,LAX,2,UA
IAD,LAX,9,UA
IAD,LAX,10,DL
IAD,LAX,11,AA
IAD,LAX,12,UA
IAD,LAX,13,DL
IAD,LAX,14,AA
IAD,LAX,15,DL
IAD,LAX,16,UA
IAD,LAX,17,AA
IAD,LAX,18,UA
IAD,LAX,19,AA
IAD,LAX,20,DL
IAD,LAX,21,UA
IAD,LAX,22,DL
IAD,LAX,23,UA
IAD,LGA,0,AA
IAD,LGA,2,UA
IAD,LGA,3,UA
IAD,LGA,9,AA
IAD,LGA,10,DL
IAD,LGA,11,AA
IAD,LGA,12,UA
IAD,LGA,13,DL
IAD,LGA,14,AA
IAD,LGA,15,AA
IAD,LGA,16,UA
IAD,LGA,17,AA
IAD,LGA,19,UA
IAD,LGA,20,UA
IAD,LGA,21,UA
IAD,LGA,22,DL
IAD,LGA,23,DL
IAD,MIA,0,AA
IAD,MIA,2,UA
IAD,MIA,9,AA
IAD,MIA,10,DL
IAD,MIA,11,AA
IAD,MIA,12,UA
IAD,MIA,13,DL
IAD,MIA,14,AA
IAD,MIA,15,AA
IAD,MIA,16,DL
IAD,MIA,17,AA
IAD,MIA,19,AA
IAD,MIA,20,DL
IAD,MIA,21,UA
IAD,MIA,22,UA
IAD,MIA,23,DL
IAD,OAK,2,AS
IAD,OAK,9,UA
IAD,OAK,10,UA
IAD,OAK,11,AS
IAD,OAK,12,UA
IAD,OAK,13,DL
IAD,OAK,14,UA
IAD,OAK,15,DL
IAD,OAK,16,AS
IAD,OAK,17,UA
IAD,OAK,18,UA
IAD,OAK,19,UA
IAD,OAK,20,UA
IAD,OAK,21,DL
IAD,OAK,22,AS
IAD,OAK,23,AS
IAD,ORD,0,AA
IAD,ORD,2,UA
IAD,ORD,9,AA
IAD,ORD,10,DL
IAD,ORD,11,AA
IAD,ORD,12,UA
IAD,ORD,13,DL
IAD,ORD,14,AA
IAD,ORD,15,AA
IAD,ORD,16,UA
IAD,ORD,17,AA
IAD,ORD,19,UA
IAD,ORD,20,DL
IAD,ORD,21,UA
IAD,ORD,22,DL
IAD,ORD,23,DL
IAD,PHL,0,AA
IAD,PHL,2,9X
IAD,PHL,9,AA
IAD,PHL,10,DL
IAD,PHL,11,UA
IAD,PHL,12,UA
IAD,PHL,13,DL
IAD,PHL,14,AA
IAD,PHL,15,AA
IAD,PHL,16,UA
IAD,PHL,17,AA
IAD,PHL,19,AA
IAD,PHL,20,DL
IAD,PHL,21,UA
IAD,PHL,22,DL
IAD,PHL,23,DL
IAD,SFO,0,UA
IAD,SFO,2,UA
IAD,SFO,9,AA
IAD,SFO,10,DL
IAD,SFO,11,AA
IAD,SFO,12,UA
